Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
Q9P0K7,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9079826|imex:IM-25957-303,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P35609,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081268|imex:IM-25957-689,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
A7KAX9,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081138|imex:IM-25957-53,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O75962,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9080847|imex:IM-25957-223,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8TD31,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078541|imex:IM-25957-681,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O43866,Q9WMX2-PRO_0000037548,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9078545|imex:IM-25957-683,intact-miscore:0.49,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O43889,Q9WMX2-PRO_0000037546,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082158|imex:IM-25957-359,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q13438,Q9WMX2-PRO_0000037552,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082142|imex:IM-25957-639,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9H8S9,Q9WMX2-PRO_0000037552,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082138|imex:IM-25957-79,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O15015,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082130|imex:IM-25957-159,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9NXP7,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082126|imex:IM-25957-637,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P82094,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082101|imex:IM-25957-75,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9P2E9,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082081|imex:IM-25957-619,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q15126,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082065|imex:IM-25957-699,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q16621,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082053|imex:IM-25957-437,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9H8S9,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082045|imex:IM-25957-697,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
G3V185,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082041|imex:IM-25957-617,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q7Z4I7,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082037|imex:IM-25957-435,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P20701,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082033|imex:IM-25957-695,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P15814,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082029|imex:IM-25957-333,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q13227,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082025|imex:IM-25957-433,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q08379,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082021|imex:IM-25957-533,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q14192,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082017|imex:IM-25957-155,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q12805,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082013|imex:IM-25957-153,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q03188,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081997|imex:IM-25957-255,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O00571,Q9WMX2-PRO_0000037541,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082166|imex:IM-25957-599,intact-miscore:0.63,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P61978,Q9WMX2-PRO_0000037541,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082162|imex:IM-25957-139,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P57075,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082118|imex:IM-25957-419,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O60504,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9082093|imex:IM-25957-137,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8N960,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081993|imex:IM-25957-69,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q86UW7,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081989|imex:IM-25957-595,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P53367,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081973|imex:IM-25957-593,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P53396,Q9WMX2-PRO_0000037551,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081969|imex:IM-25957-591,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P14373,Q9WMX2-PRO_0000037547,"psi-mi:""MI:1112""(two hybrid prey pooling approach)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9081833|imex:IM-25957-507,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9H8S9,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051193|imex:IM-25957-301,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P32456,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051121|imex:IM-25957-401,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q13137,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051081|imex:IM-25957-581,intact-miscore:0.57,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P20701,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051185|imex:IM-25957-485,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8N1B4,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051241|imex:IM-25957-205,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q6PKC3,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051233|imex:IM-25957-407,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q13227,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051177|imex:IM-25957-583,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q12805,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051161|imex:IM-25957-45,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9UJF2,Q9WMX2-PRO_0000037548,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051145|imex:IM-25957-203,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P28065,Q9WMX2-PRO_0000037551,"psi-mi:""MI:0096""(pull down)",pubmed:18985028|imex:IM-25957,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9051217|imex:IM-25957-405,intact-miscore:0.51,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q15485,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083586|imex:IM-26075-103,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P22309,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083684|imex:IM-26075-77,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q04941,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083666|imex:IM-26075-95,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9HC24,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083657|imex:IM-26075-35,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9Y320,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083652|imex:IM-26075-93,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P14209,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083636|imex:IM-26075-75,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P27701,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083632|imex:IM-26075-73,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9NY26,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083599|imex:IM-26075-87,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P23378,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083603|imex:IM-26075-29,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P01009,Q9WMX2-PRO_0000037541,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083366|imex:IM-26075-23,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P02750,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083459|imex:IM-26075-7,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P06733,Q9WMX2-PRO_0000037541,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083322|imex:IM-26075-1,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P26641,Q9WMX2-PRO_0000037541,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9077454|imex:IM-26075-61,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q00765,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083725|imex:IM-26075-55,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P25311,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083694|imex:IM-26075-37,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P22310,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083680|imex:IM-26075-109,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q06055,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083661|imex:IM-26075-51,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P04114,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083628|imex:IM-26075-71,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q96EC8,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083607|imex:IM-26075-69,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
P54851,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083575|imex:IM-26075-85,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q8N6L1,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083548|imex:IM-26075-67,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
Q9P0B6,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083475|imex:IM-26075-9,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
O96005,Q9WMX2-PRO_0000037550,"psi-mi:""MI:0018""(two hybrid)",pubmed:20953506|imex:IM-26075,9606,333284,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-9083463|imex:IM-26075-47,intact-miscore:0.37,uniprotkb,uniprotkb,Hepatitis C virus (isolate Con1),Hepatitis C virus (isolate Con1)
